number,subject,light,location,time,exif,original_path,expert0_path,expert1_path,expert2_path,expert3_path,expert4_path
2347,person(s),sun or sky,outdoors,day,M8 Digital Camera F/6.7 1/2000 ISO640 10.3MP,/home/iacv3_1/fivek/original/2346.png,/home/iacv3_1/fivek/expert0/2346.png,/home/iacv3_1/fivek/expert1/2346.png,/home/iacv3_1/fivek/expert2/2346.png,/home/iacv3_1/fivek/expert3/2346.png,/home/iacv3_1/fivek/expert4/2346.png
2348,unknown,artificial,outdoors,night,Canon EOS DIGITAL REBEL XSi F/11.0 1/0 ISO100 12.2MP,/home/iacv3_1/fivek/original/2347.png,/home/iacv3_1/fivek/expert0/2347.png,/home/iacv3_1/fivek/expert1/2347.png,/home/iacv3_1/fivek/expert2/2347.png,/home/iacv3_1/fivek/expert3/2347.png,/home/iacv3_1/fivek/expert4/2347.png
2349,man-made object,sun or sky,outdoors,day,Canon EOS 5D F/6.3 1/400 ISO400 12.7MP,/home/iacv3_1/fivek/original/2348.png,/home/iacv3_1/fivek/expert0/2348.png,/home/iacv3_1/fivek/expert1/2348.png,/home/iacv3_1/fivek/expert2/2348.png,/home/iacv3_1/fivek/expert3/2348.png,/home/iacv3_1/fivek/expert4/2348.png
2350,animal(s),sun or sky,outdoors,unknown,Canon EOS-1D Mark II F/5.6 1/640 ISO1000 8.2MP,/home/iacv3_1/fivek/original/2349.png,/home/iacv3_1/fivek/expert0/2349.png,/home/iacv3_1/fivek/expert1/2349.png,/home/iacv3_1/fivek/expert2/2349.png,/home/iacv3_1/fivek/expert3/2349.png,/home/iacv3_1/fivek/expert4/2349.png
2351,man-made object,sun or sky,outdoors,day,Canon EOS 10D F/11.0 1/250 ISO400 6.3MP,/home/iacv3_1/fivek/original/2350.png,/home/iacv3_1/fivek/expert0/2350.png,/home/iacv3_1/fivek/expert1/2350.png,/home/iacv3_1/fivek/expert2/2350.png,/home/iacv3_1/fivek/expert3/2350.png,/home/iacv3_1/fivek/expert4/2350.png
2352,man-made object,sun or sky,outdoors,day,NIKON D700 50mm F/5.6 1/125 ISO1250 12.1MP,/home/iacv3_1/fivek/original/2351.png,/home/iacv3_1/fivek/expert0/2351.png,/home/iacv3_1/fivek/expert1/2351.png,/home/iacv3_1/fivek/expert2/2351.png,/home/iacv3_1/fivek/expert3/2351.png,/home/iacv3_1/fivek/expert4/2351.png
2353,man-made object,sun or sky,outdoors,day,NIKON D40X 1/200 ISO400 10.0MP,/home/iacv3_1/fivek/original/2352.png,/home/iacv3_1/fivek/expert0/2352.png,/home/iacv3_1/fivek/expert1/2352.png,/home/iacv3_1/fivek/expert2/2352.png,/home/iacv3_1/fivek/expert3/2352.png,/home/iacv3_1/fivek/expert4/2352.png
2354,man-made object,mixed,unknown,unknown,Canon EOS DIGITAL REBEL XSi F/32.0 1/200 ISO400 12.2MP,/home/iacv3_1/fivek/original/2353.png,/home/iacv3_1/fivek/expert0/2353.png,/home/iacv3_1/fivek/expert1/2353.png,/home/iacv3_1/fivek/expert2/2353.png,/home/iacv3_1/fivek/expert3/2353.png,/home/iacv3_1/fivek/expert4/2353.png
2355,person(s),sun or sky,indoors,day,Canon EOS 5D F/2.8 1/60 ISO1600 12.7MP,/home/iacv3_1/fivek/original/2354.png,/home/iacv3_1/fivek/expert0/2354.png,/home/iacv3_1/fivek/expert1/2354.png,/home/iacv3_1/fivek/expert2/2354.png,/home/iacv3_1/fivek/expert3/2354.png,/home/iacv3_1/fivek/expert4/2354.png
2356,man-made object,artificial,indoors,night,Canon EOS DIGITAL REBEL XTi F/14.0 1/5 ISO400 10.1MP,/home/iacv3_1/fivek/original/2355.png,/home/iacv3_1/fivek/expert0/2355.png,/home/iacv3_1/fivek/expert1/2355.png,/home/iacv3_1/fivek/expert2/2355.png,/home/iacv3_1/fivek/expert3/2355.png,/home/iacv3_1/fivek/expert4/2355.png
2357,man-made object,sun or sky,outdoors,day,NIKON D70s 60mm F/5.0 1/350 ISO200 6.0MP,/home/iacv3_1/fivek/original/2356.png,/home/iacv3_1/fivek/expert0/2356.png,/home/iacv3_1/fivek/expert1/2356.png,/home/iacv3_1/fivek/expert2/2356.png,/home/iacv3_1/fivek/expert3/2356.png,/home/iacv3_1/fivek/expert4/2356.png
2358,man-made object,sun or sky,outdoors,day,Canon EOS 5D F/14.0 1/250 ISO400 12.7MP,/home/iacv3_1/fivek/original/2357.png,/home/iacv3_1/fivek/expert0/2357.png,/home/iacv3_1/fivek/expert1/2357.png,/home/iacv3_1/fivek/expert2/2357.png,/home/iacv3_1/fivek/expert3/2357.png,/home/iacv3_1/fivek/expert4/2357.png
2359,man-made object,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/5.6 1/1000 ISO200 12.2MP,/home/iacv3_1/fivek/original/2358.png,/home/iacv3_1/fivek/expert0/2358.png,/home/iacv3_1/fivek/expert1/2358.png,/home/iacv3_1/fivek/expert2/2358.png,/home/iacv3_1/fivek/expert3/2358.png,/home/iacv3_1/fivek/expert4/2358.png
2360,nature,mixed,unknown,unknown,NIKON D700 50mm F/5.0 1/125 ISO1250 12.1MP,/home/iacv3_1/fivek/original/2359.png,/home/iacv3_1/fivek/expert0/2359.png,/home/iacv3_1/fivek/expert1/2359.png,/home/iacv3_1/fivek/expert2/2359.png,/home/iacv3_1/fivek/expert3/2359.png,/home/iacv3_1/fivek/expert4/2359.png
2361,person(s),mixed,outdoors,day,Canon EOS 5D F/9.0 1/250 ISO800 12.7MP,/home/iacv3_1/fivek/original/2360.png,/home/iacv3_1/fivek/expert0/2360.png,/home/iacv3_1/fivek/expert1/2360.png,/home/iacv3_1/fivek/expert2/2360.png,/home/iacv3_1/fivek/expert3/2360.png,/home/iacv3_1/fivek/expert4/2360.png
2362,nature,sun or sky,outdoors,unknown,Canon EOS 5D F/45.0 1/1 ISO100 12.7MP,/home/iacv3_1/fivek/original/2361.png,/home/iacv3_1/fivek/expert0/2361.png,/home/iacv3_1/fivek/expert1/2361.png,/home/iacv3_1/fivek/expert2/2361.png,/home/iacv3_1/fivek/expert3/2361.png,/home/iacv3_1/fivek/expert4/2361.png
2363,unknown,mixed,unknown,unknown,Canon EOS 5D F/2.8 1/13 ISO1600 12.7MP,/home/iacv3_1/fivek/original/2362.png,/home/iacv3_1/fivek/expert0/2362.png,/home/iacv3_1/fivek/expert1/2362.png,/home/iacv3_1/fivek/expert2/2362.png,/home/iacv3_1/fivek/expert3/2362.png,/home/iacv3_1/fivek/expert4/2362.png
2364,nature,sun or sky,outdoors,day,NIKON D70s 27mm F/4.8 1/500 ISO200 6.0MP,/home/iacv3_1/fivek/original/2363.png,/home/iacv3_1/fivek/expert0/2363.png,/home/iacv3_1/fivek/expert1/2363.png,/home/iacv3_1/fivek/expert2/2363.png,/home/iacv3_1/fivek/expert3/2363.png,/home/iacv3_1/fivek/expert4/2363.png
2365,person(s),sun or sky,outdoors,day,Canon PowerShot G9 F/8.0 1/2000 ISO1600 12.0MP,/home/iacv3_1/fivek/original/2364.png,/home/iacv3_1/fivek/expert0/2364.png,/home/iacv3_1/fivek/expert1/2364.png,/home/iacv3_1/fivek/expert2/2364.png,/home/iacv3_1/fivek/expert3/2364.png,/home/iacv3_1/fivek/expert4/2364.png
2366,nature,sun or sky,outdoors,day,NIKON D700 50mm F/5.0 1/100 ISO800 12.1MP,/home/iacv3_1/fivek/original/2365.png,/home/iacv3_1/fivek/expert0/2365.png,/home/iacv3_1/fivek/expert1/2365.png,/home/iacv3_1/fivek/expert2/2365.png,/home/iacv3_1/fivek/expert3/2365.png,/home/iacv3_1/fivek/expert4/2365.png
2367,man-made object,artificial,indoors,unknown,NIKON D700 50mm F/8.0 1/250 ISO400 12.1MP,/home/iacv3_1/fivek/original/2366.png,/home/iacv3_1/fivek/expert0/2366.png,/home/iacv3_1/fivek/expert1/2366.png,/home/iacv3_1/fivek/expert2/2366.png,/home/iacv3_1/fivek/expert3/2366.png,/home/iacv3_1/fivek/expert4/2366.png
2368,man-made object,sun or sky,outdoors,day,Canon EOS 20D F/7.1 1/125 ISO800 8.2MP,/home/iacv3_1/fivek/original/2367.png,/home/iacv3_1/fivek/expert0/2367.png,/home/iacv3_1/fivek/expert1/2367.png,/home/iacv3_1/fivek/expert2/2367.png,/home/iacv3_1/fivek/expert3/2367.png,/home/iacv3_1/fivek/expert4/2367.png
2369,nature,mixed,unknown,unknown,NIKON D700 50mm F/3.5 1/50 ISO1250 12.1MP,/home/iacv3_1/fivek/original/2368.png,/home/iacv3_1/fivek/expert0/2368.png,/home/iacv3_1/fivek/expert1/2368.png,/home/iacv3_1/fivek/expert2/2368.png,/home/iacv3_1/fivek/expert3/2368.png,/home/iacv3_1/fivek/expert4/2368.png
2370,animal(s),mixed,outdoors,unknown,Canon EOS-1D Mark II F/4.0 1/1600 ISO1600 8.2MP,/home/iacv3_1/fivek/original/2369.png,/home/iacv3_1/fivek/expert0/2369.png,/home/iacv3_1/fivek/expert1/2369.png,/home/iacv3_1/fivek/expert2/2369.png,/home/iacv3_1/fivek/expert3/2369.png,/home/iacv3_1/fivek/expert4/2369.png
2371,man-made object,sun or sky,outdoors,day,Canon EOS-1Ds Mark II F/3.5 1/160 ISO100 16.6MP,/home/iacv3_1/fivek/original/2370.png,/home/iacv3_1/fivek/expert0/2370.png,/home/iacv3_1/fivek/expert1/2370.png,/home/iacv3_1/fivek/expert2/2370.png,/home/iacv3_1/fivek/expert3/2370.png,/home/iacv3_1/fivek/expert4/2370.png
2372,unknown,mixed,outdoors,night,Canon EOS 40D F/2.8 1/2 ISO200 2.5MP,/home/iacv3_1/fivek/original/2371.png,/home/iacv3_1/fivek/expert0/2371.png,/home/iacv3_1/fivek/expert1/2371.png,/home/iacv3_1/fivek/expert2/2371.png,/home/iacv3_1/fivek/expert3/2371.png,/home/iacv3_1/fivek/expert4/2371.png
2373,nature,sun or sky,outdoors,day,NIKON D70s 57mm F/9.5 1/60 ISO200 6.0MP,/home/iacv3_1/fivek/original/2372.png,/home/iacv3_1/fivek/expert0/2372.png,/home/iacv3_1/fivek/expert1/2372.png,/home/iacv3_1/fivek/expert2/2372.png,/home/iacv3_1/fivek/expert3/2372.png,/home/iacv3_1/fivek/expert4/2372.png
2374,person(s),artificial,indoors,unknown,Canon EOS 40D F/10.0 1/160 ISO400 10.1MP,/home/iacv3_1/fivek/original/2373.png,/home/iacv3_1/fivek/expert0/2373.png,/home/iacv3_1/fivek/expert1/2373.png,/home/iacv3_1/fivek/expert2/2373.png,/home/iacv3_1/fivek/expert3/2373.png,/home/iacv3_1/fivek/expert4/2373.png
2375,nature,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/6.3 1/1250 ISO100 12.2MP,/home/iacv3_1/fivek/original/2374.png,/home/iacv3_1/fivek/expert0/2374.png,/home/iacv3_1/fivek/expert1/2374.png,/home/iacv3_1/fivek/expert2/2374.png,/home/iacv3_1/fivek/expert3/2374.png,/home/iacv3_1/fivek/expert4/2374.png
2376,nature,mixed,outdoors,unknown,Canon EOS DIGITAL REBEL XSi F/2.8 1/800 ISO200 12.2MP,/home/iacv3_1/fivek/original/2375.png,/home/iacv3_1/fivek/expert0/2375.png,/home/iacv3_1/fivek/expert1/2375.png,/home/iacv3_1/fivek/expert2/2375.png,/home/iacv3_1/fivek/expert3/2375.png,/home/iacv3_1/fivek/expert4/2375.png
2377,man-made object,artificial,indoors,unknown,Canon EOS 30D F/5.6 1/80 ISO200 8.2MP,/home/iacv3_1/fivek/original/2376.png,/home/iacv3_1/fivek/expert0/2376.png,/home/iacv3_1/fivek/expert1/2376.png,/home/iacv3_1/fivek/expert2/2376.png,/home/iacv3_1/fivek/expert3/2376.png,/home/iacv3_1/fivek/expert4/2376.png
2378,unknown,mixed,indoors,day,Canon EOS 40D F/5.6 1/60 ISO200 10.1MP,/home/iacv3_1/fivek/original/2377.png,/home/iacv3_1/fivek/expert0/2377.png,/home/iacv3_1/fivek/expert1/2377.png,/home/iacv3_1/fivek/expert2/2377.png,/home/iacv3_1/fivek/expert3/2377.png,/home/iacv3_1/fivek/expert4/2377.png
2379,person(s),sun or sky,outdoors,day,Canon EOS 5D F/18.0 1/200 ISO400 12.7MP,/home/iacv3_1/fivek/original/2378.png,/home/iacv3_1/fivek/expert0/2378.png,/home/iacv3_1/fivek/expert1/2378.png,/home/iacv3_1/fivek/expert2/2378.png,/home/iacv3_1/fivek/expert3/2378.png,/home/iacv3_1/fivek/expert4/2378.png
2380,nature,sun or sky,outdoors,day,Canon EOS 5D F/32.0 1/0 ISO100 12.7MP,/home/iacv3_1/fivek/original/2379.png,/home/iacv3_1/fivek/expert0/2379.png,/home/iacv3_1/fivek/expert1/2379.png,/home/iacv3_1/fivek/expert2/2379.png,/home/iacv3_1/fivek/expert3/2379.png,/home/iacv3_1/fivek/expert4/2379.png
2381,unknown,mixed,outdoors,unknown,Canon EOS DIGITAL REBEL XSi F/7.1 1/100 ISO400 12.2MP,/home/iacv3_1/fivek/original/2380.png,/home/iacv3_1/fivek/expert0/2380.png,/home/iacv3_1/fivek/expert1/2380.png,/home/iacv3_1/fivek/expert2/2380.png,/home/iacv3_1/fivek/expert3/2380.png,/home/iacv3_1/fivek/expert4/2380.png
2382,man-made object,sun or sky,outdoors,day,Canon EOS 20D F/7.1 1/100 ISO100 8.2MP,/home/iacv3_1/fivek/original/2381.png,/home/iacv3_1/fivek/expert0/2381.png,/home/iacv3_1/fivek/expert1/2381.png,/home/iacv3_1/fivek/expert2/2381.png,/home/iacv3_1/fivek/expert3/2381.png,/home/iacv3_1/fivek/expert4/2381.png
2383,unknown,mixed,indoors,unknown,Canon EOS-1D Mark II F/10.0 1/100 ISO400 8.2MP,/home/iacv3_1/fivek/original/2382.png,/home/iacv3_1/fivek/expert0/2382.png,/home/iacv3_1/fivek/expert1/2382.png,/home/iacv3_1/fivek/expert2/2382.png,/home/iacv3_1/fivek/expert3/2382.png,/home/iacv3_1/fivek/expert4/2382.png
2384,animal(s),sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/5.6 1/100 ISO800 12.2MP,/home/iacv3_1/fivek/original/2383.png,/home/iacv3_1/fivek/expert0/2383.png,/home/iacv3_1/fivek/expert1/2383.png,/home/iacv3_1/fivek/expert2/2383.png,/home/iacv3_1/fivek/expert3/2383.png,/home/iacv3_1/fivek/expert4/2383.png
2385,person(s),sun or sky,outdoors,day,NIKON D700 32mm F/8.0 1/250 ISO200 12.1MP,/home/iacv3_1/fivek/original/2384.png,/home/iacv3_1/fivek/expert0/2384.png,/home/iacv3_1/fivek/expert1/2384.png,/home/iacv3_1/fivek/expert2/2384.png,/home/iacv3_1/fivek/expert3/2384.png,/home/iacv3_1/fivek/expert4/2384.png
2386,man-made object,mixed,outdoors,night,Canon EOS DIGITAL REBEL XSi F/11.0 1/0 ISO100 12.2MP,/home/iacv3_1/fivek/original/2385.png,/home/iacv3_1/fivek/expert0/2385.png,/home/iacv3_1/fivek/expert1/2385.png,/home/iacv3_1/fivek/expert2/2385.png,/home/iacv3_1/fivek/expert3/2385.png,/home/iacv3_1/fivek/expert4/2385.png
2387,man-made object,sun or sky,outdoors,day,NIKON D70 1/60 ISO200 6.0MP,/home/iacv3_1/fivek/original/2386.png,/home/iacv3_1/fivek/expert0/2386.png,/home/iacv3_1/fivek/expert1/2386.png,/home/iacv3_1/fivek/expert2/2386.png,/home/iacv3_1/fivek/expert3/2386.png,/home/iacv3_1/fivek/expert4/2386.png
2388,man-made object,sun or sky,outdoors,day,D-LUX 3 F/8.0 1/800 ISO400 8.5MP,/home/iacv3_1/fivek/original/2387.png,/home/iacv3_1/fivek/expert0/2387.png,/home/iacv3_1/fivek/expert1/2387.png,/home/iacv3_1/fivek/expert2/2387.png,/home/iacv3_1/fivek/expert3/2387.png,/home/iacv3_1/fivek/expert4/2387.png
2389,person(s),mixed,unknown,unknown,Canon EOS-1D Mark II F/2.8 1/30 ISO1600 8.2MP,/home/iacv3_1/fivek/original/2388.png,/home/iacv3_1/fivek/expert0/2388.png,/home/iacv3_1/fivek/expert1/2388.png,/home/iacv3_1/fivek/expert2/2388.png,/home/iacv3_1/fivek/expert3/2388.png,/home/iacv3_1/fivek/expert4/2388.png
2390,man-made object,sun or sky,outdoors,day,NIKON D700 38mm F/5.0 1/2000 ISO200 12.1MP,/home/iacv3_1/fivek/original/2389.png,/home/iacv3_1/fivek/expert0/2389.png,/home/iacv3_1/fivek/expert1/2389.png,/home/iacv3_1/fivek/expert2/2389.png,/home/iacv3_1/fivek/expert3/2389.png,/home/iacv3_1/fivek/expert4/2389.png
2391,nature,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/8.0 1/1250 ISO200 12.2MP,/home/iacv3_1/fivek/original/2390.png,/home/iacv3_1/fivek/expert0/2390.png,/home/iacv3_1/fivek/expert1/2390.png,/home/iacv3_1/fivek/expert2/2390.png,/home/iacv3_1/fivek/expert3/2390.png,/home/iacv3_1/fivek/expert4/2390.png
2392,man-made object,artificial,indoors,unknown,Canon EOS-1D Mark II F/8.0 1/100 ISO100 8.2MP,/home/iacv3_1/fivek/original/2391.png,/home/iacv3_1/fivek/expert0/2391.png,/home/iacv3_1/fivek/expert1/2391.png,/home/iacv3_1/fivek/expert2/2391.png,/home/iacv3_1/fivek/expert3/2391.png,/home/iacv3_1/fivek/expert4/2391.png
2393,man-made object,sun or sky,outdoors,day,NIKON D700 50mm F/6.3 1/160 ISO200 12.1MP,/home/iacv3_1/fivek/original/2392.png,/home/iacv3_1/fivek/expert0/2392.png,/home/iacv3_1/fivek/expert1/2392.png,/home/iacv3_1/fivek/expert2/2392.png,/home/iacv3_1/fivek/expert3/2392.png,/home/iacv3_1/fivek/expert4/2392.png
2394,man-made object,artificial,outdoors,night,Canon EOS 40D F/2.8 1/15 ISO400 10.1MP,/home/iacv3_1/fivek/original/2393.png,/home/iacv3_1/fivek/expert0/2393.png,/home/iacv3_1/fivek/expert1/2393.png,/home/iacv3_1/fivek/expert2/2393.png,/home/iacv3_1/fivek/expert3/2393.png,/home/iacv3_1/fivek/expert4/2393.png
2395,man-made object,sun or sky,outdoors,day,Canon EOS 5D F/10.0 1/250 ISO250 12.7MP,/home/iacv3_1/fivek/original/2394.png,/home/iacv3_1/fivek/expert0/2394.png,/home/iacv3_1/fivek/expert1/2394.png,/home/iacv3_1/fivek/expert2/2394.png,/home/iacv3_1/fivek/expert3/2394.png,/home/iacv3_1/fivek/expert4/2394.png
2396,man-made object,mixed,unknown,unknown,Canon EOS DIGITAL REBEL XSi F/2.8 1/100 ISO250 12.2MP,/home/iacv3_1/fivek/original/2395.png,/home/iacv3_1/fivek/expert0/2395.png,/home/iacv3_1/fivek/expert1/2395.png,/home/iacv3_1/fivek/expert2/2395.png,/home/iacv3_1/fivek/expert3/2395.png,/home/iacv3_1/fivek/expert4/2395.png
2397,person(s),sun or sky,outdoors,day,NIKON D700 20mm F/2.8 1/320 ISO200 12.1MP,/home/iacv3_1/fivek/original/2396.png,/home/iacv3_1/fivek/expert0/2396.png,/home/iacv3_1/fivek/expert1/2396.png,/home/iacv3_1/fivek/expert2/2396.png,/home/iacv3_1/fivek/expert3/2396.png,/home/iacv3_1/fivek/expert4/2396.png
2398,person(s),artificial,indoors,unknown,Canon EOS-1D Mark II F/2.8 1/80 ISO800 8.2MP,/home/iacv3_1/fivek/original/2397.png,/home/iacv3_1/fivek/expert0/2397.png,/home/iacv3_1/fivek/expert1/2397.png,/home/iacv3_1/fivek/expert2/2397.png,/home/iacv3_1/fivek/expert3/2397.png,/home/iacv3_1/fivek/expert4/2397.png
2399,nature,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/6.3 1/500 ISO100 12.2MP,/home/iacv3_1/fivek/original/2398.png,/home/iacv3_1/fivek/expert0/2398.png,/home/iacv3_1/fivek/expert1/2398.png,/home/iacv3_1/fivek/expert2/2398.png,/home/iacv3_1/fivek/expert3/2398.png,/home/iacv3_1/fivek/expert4/2398.png
2400,man-made object,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/5.6 1/40 ISO200 12.2MP,/home/iacv3_1/fivek/original/2399.png,/home/iacv3_1/fivek/expert0/2399.png,/home/iacv3_1/fivek/expert1/2399.png,/home/iacv3_1/fivek/expert2/2399.png,/home/iacv3_1/fivek/expert3/2399.png,/home/iacv3_1/fivek/expert4/2399.png
2401,animal(s),sun or sky,outdoors,day,Canon EOS-1Ds Mark II F/2.8 1/4000 ISO100 16.6MP,/home/iacv3_1/fivek/original/2400.png,/home/iacv3_1/fivek/expert0/2400.png,/home/iacv3_1/fivek/expert1/2400.png,/home/iacv3_1/fivek/expert2/2400.png,/home/iacv3_1/fivek/expert3/2400.png,/home/iacv3_1/fivek/expert4/2400.png
2402,nature,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/2.8 1/1000 ISO100 12.2MP,/home/iacv3_1/fivek/original/2401.png,/home/iacv3_1/fivek/expert0/2401.png,/home/iacv3_1/fivek/expert1/2401.png,/home/iacv3_1/fivek/expert2/2401.png,/home/iacv3_1/fivek/expert3/2401.png,/home/iacv3_1/fivek/expert4/2401.png
2403,unknown,mixed,unknown,unknown,NIKON D700 50mm F/7.1 1/200 ISO400 12.1MP,/home/iacv3_1/fivek/original/2402.png,/home/iacv3_1/fivek/expert0/2402.png,/home/iacv3_1/fivek/expert1/2402.png,/home/iacv3_1/fivek/expert2/2402.png,/home/iacv3_1/fivek/expert3/2402.png,/home/iacv3_1/fivek/expert4/2402.png
2404,man-made object,sun or sky,outdoors,day,NIKON D700 35mm F/9.0 1/320 ISO200 12.1MP,/home/iacv3_1/fivek/original/2403.png,/home/iacv3_1/fivek/expert0/2403.png,/home/iacv3_1/fivek/expert1/2403.png,/home/iacv3_1/fivek/expert2/2403.png,/home/iacv3_1/fivek/expert3/2403.png,/home/iacv3_1/fivek/expert4/2403.png
2405,man-made object,sun or sky,outdoors,day,Canon EOS 40D F/5.6 1/80 ISO160 10.1MP,/home/iacv3_1/fivek/original/2404.png,/home/iacv3_1/fivek/expert0/2404.png,/home/iacv3_1/fivek/expert1/2404.png,/home/iacv3_1/fivek/expert2/2404.png,/home/iacv3_1/fivek/expert3/2404.png,/home/iacv3_1/fivek/expert4/2404.png
2406,abstract,mixed,unknown,unknown,NIKON D70 30mm F/10.0 1/400 ISO200 6.0MP,/home/iacv3_1/fivek/original/2405.png,/home/iacv3_1/fivek/expert0/2405.png,/home/iacv3_1/fivek/expert1/2405.png,/home/iacv3_1/fivek/expert2/2405.png,/home/iacv3_1/fivek/expert3/2405.png,/home/iacv3_1/fivek/expert4/2405.png
2407,person(s),artificial,indoors,unknown,M8 Digital Camera F/9.5 1/15 ISO320 10.3MP,/home/iacv3_1/fivek/original/2406.png,/home/iacv3_1/fivek/expert0/2406.png,/home/iacv3_1/fivek/expert1/2406.png,/home/iacv3_1/fivek/expert2/2406.png,/home/iacv3_1/fivek/expert3/2406.png,/home/iacv3_1/fivek/expert4/2406.png
2408,nature,sun or sky,outdoors,day,Canon EOS-1D Mark II F/4.0 1/200 ISO1600 8.2MP,/home/iacv3_1/fivek/original/2407.png,/home/iacv3_1/fivek/expert0/2407.png,/home/iacv3_1/fivek/expert1/2407.png,/home/iacv3_1/fivek/expert2/2407.png,/home/iacv3_1/fivek/expert3/2407.png,/home/iacv3_1/fivek/expert4/2407.png
2409,animal(s),sun or sky,outdoors,day,Canon EOS-1D Mark II F/2.8 1/800 ISO400 8.2MP,/home/iacv3_1/fivek/original/2408.png,/home/iacv3_1/fivek/expert0/2408.png,/home/iacv3_1/fivek/expert1/2408.png,/home/iacv3_1/fivek/expert2/2408.png,/home/iacv3_1/fivek/expert3/2408.png,/home/iacv3_1/fivek/expert4/2408.png
2410,man-made object,mixed,unknown,unknown,Canon EOS 20D F/5.0 1/400 ISO800 8.2MP,/home/iacv3_1/fivek/original/2409.png,/home/iacv3_1/fivek/expert0/2409.png,/home/iacv3_1/fivek/expert1/2409.png,/home/iacv3_1/fivek/expert2/2409.png,/home/iacv3_1/fivek/expert3/2409.png,/home/iacv3_1/fivek/expert4/2409.png
2411,unknown,mixed,outdoors,unknown,NIKON D70 67mm F/5.6 1/125 ISO200 6.0MP,/home/iacv3_1/fivek/original/2410.png,/home/iacv3_1/fivek/expert0/2410.png,/home/iacv3_1/fivek/expert1/2410.png,/home/iacv3_1/fivek/expert2/2410.png,/home/iacv3_1/fivek/expert3/2410.png,/home/iacv3_1/fivek/expert4/2410.png
2412,nature,sun or sky,outdoors,day,Canon EOS-1Ds Mark II F/2.8 1/4000 ISO100 16.6MP,/home/iacv3_1/fivek/original/2411.png,/home/iacv3_1/fivek/expert0/2411.png,/home/iacv3_1/fivek/expert1/2411.png,/home/iacv3_1/fivek/expert2/2411.png,/home/iacv3_1/fivek/expert3/2411.png,/home/iacv3_1/fivek/expert4/2411.png
2413,man-made object,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/2.8 1/40 ISO200 12.2MP,/home/iacv3_1/fivek/original/2412.png,/home/iacv3_1/fivek/expert0/2412.png,/home/iacv3_1/fivek/expert1/2412.png,/home/iacv3_1/fivek/expert2/2412.png,/home/iacv3_1/fivek/expert3/2412.png,/home/iacv3_1/fivek/expert4/2412.png
2414,man-made object,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XSi F/2.8 1/1250 ISO200 12.2MP,/home/iacv3_1/fivek/original/2413.png,/home/iacv3_1/fivek/expert0/2413.png,/home/iacv3_1/fivek/expert1/2413.png,/home/iacv3_1/fivek/expert2/2413.png,/home/iacv3_1/fivek/expert3/2413.png,/home/iacv3_1/fivek/expert4/2413.png
2415,nature,sun or sky,outdoors,day,Canon EOS DIGITAL REBEL XTi F/5.0 1/60 ISO1600 10.1MP,/home/iacv3_1/fivek/original/2414.png,/home/iacv3_1/fivek/expert0/2414.png,/home/iacv3_1/fivek/expert1/2414.png,/home/iacv3_1/fivek/expert2/2414.png,/home/iacv3_1/fivek/expert3/2414.png,/home/iacv3_1/fivek/expert4/2414.png
2416,unknown,mixed,unknown,unknown,NIKON D700 50mm F/2.0 1/400 ISO800 12.1MP,/home/iacv3_1/fivek/original/2415.png,/home/iacv3_1/fivek/expert0/2415.png,/home/iacv3_1/fivek/expert1/2415.png,/home/iacv3_1/fivek/expert2/2415.png,/home/iacv3_1/fivek/expert3/2415.png,/home/iacv3_1/fivek/expert4/2415.png
2417,nature,sun or sky,outdoors,day,Canon EOS 5D F/22.0 1/20 ISO400 12.7MP,/home/iacv3_1/fivek/original/2416.png,/home/iacv3_1/fivek/expert0/2416.png,/home/iacv3_1/fivek/expert1/2416.png,/home/iacv3_1/fivek/expert2/2416.png,/home/iacv3_1/fivek/expert3/2416.png,/home/iacv3_1/fivek/expert4/2416.png
2418,abstract,mixed,unknown,unknown,D-LUX 3 F/5.6 1/400 ISO200 8.5MP,/home/iacv3_1/fivek/original/2417.png,/home/iacv3_1/fivek/expert0/2417.png,/home/iacv3_1/fivek/expert1/2417.png,/home/iacv3_1/fivek/expert2/2417.png,/home/iacv3_1/fivek/expert3/2417.png,/home/iacv3_1/fivek/expert4/2417.png
2419,man-made object,sun or sky,outdoors,day,Canon EOS 10D F/9.5 1/180 ISO200 6.3MP,/home/iacv3_1/fivek/original/2418.png,/home/iacv3_1/fivek/expert0/2418.png,/home/iacv3_1/fivek/expert1/2418.png,/home/iacv3_1/fivek/expert2/2418.png,/home/iacv3_1/fivek/expert3/2418.png,/home/iacv3_1/fivek/expert4/2418.png
